URI,Label,Scope note
http://collection.britishmuseum.org/id/thesauri/x82353,CCLEANN,Cotton wool swabs soaked in *Ariel* solution in tap water applied to stained areas. Rinsed with tap water.
http://collection.britishmuseum.org/id/thesauri/x82352,CCLEANO,Cotton wool swabs soaked in hydrogen peroxide 30% w/v applied to stained areas. Object rinsed thoroughly by soaking in tap water for ...... hours to remove excess hydrogen peroxide.
http://collection.britishmuseum.org/id/thesauri/x82351,CCLEANP,Softened adhesive removed mechanically with scalpel blade.
http://collection.britishmuseum.org/id/thesauri/x82350,CCLEANQ,Break edges brushed with stencil brush and *IMS*/acetone to remove adhesive
http://collection.britishmuseum.org/id/thesauri/x82349,CCLEANR,Dry cleaned with a soft sable brush to remove surface dust.
http://collection.britishmuseum.org/id/thesauri/x82348,CCLEANS,Dry cleaned with *DRAFT*rubbed over surface with soft brush or fingers and removed with vacuum cleaner.
http://collection.britishmuseum.org/id/thesauri/x82347,CCLEANT,Dry cleaned with *GROOM* rolled over surface on a cocktail stick.
http://collection.britishmuseum.org/id/thesauri/x82346,CCLEANU,Dry cleaned with *ROWPUT* rolled over surface.
http://collection.britishmuseum.org/id/thesauri/x82345,CCLEANV,Cleaned manually using a scalpel blade.
http://collection.britishmuseum.org/id/thesauri/x82344,CCLEANW,Dust removed with a vacuum cleaner.
http://collection.britishmuseum.org/id/thesauri/x82343,CCLEANX,Cleaned by immersing in a solution of *SYNP* and tap water. Rinsed in tap water and left to dry thoroughly.
http://collection.britishmuseum.org/id/thesauri/x82342,CCLEANY,"Surface dust removed with soft brush, avoiding pigmented areas. Mud deposit softened with cotton wool swabs on satay sticks dampened with 50:50 solution of *IMS* and distilled water. Softened deposit loosened with scalpel blade taking care not to disturb any pigments underneath, and removed with soft brush and puffer."
http://collection.britishmuseum.org/id/thesauri/x82341,CCLEANZ,Dry cleaned with Mars Plastic Staedtler eraser rubbed over surface and removed with puffer.
http://collection.britishmuseum.org/id/thesauri/x82340,CCONS1,Cracks consolidated using ...% *HMG* in acetone applied with a micropipette. Excess consolidant removed with acetone applied on a cotton wool swab on a satay stick.
http://collection.britishmuseum.org/id/thesauri/x82339,CCONS2,Cracks consolidated using ...% *PARB72* in acetone applied with a .... Excess consolidant removed with acetone applied on cotton wool swabs on a satay stick.
http://collection.britishmuseum.org/id/thesauri/x82338,CCONS3,Cracks consolidated with *HXTL* applied to surface of object with a paint brush and drawn in by capillary action. Excess adhesive removed with acetone applied on a cotton wool swab on a satay stick.
http://collection.britishmuseum.org/id/thesauri/x82337,CCONS4,Cracks consolidated with 3 parts *CGXW396* to 1 part *CGXW397* applied to the surface of the object with a paint brush and drawn in by capillary action. Excess adhesive removed with acetone applied on a cotton wool swab on a satay stick.
http://collection.britishmuseum.org/id/thesauri/x82336,CCONS5,Consolidated small flakes using ...% *PARB72* in acetone applied with a micropipette.
http://collection.britishmuseum.org/id/thesauri/x82335,CCONS6,Consolidated surface with ...% *MOWB30H* in acetone and *IMS* applied with a micropipette.
http://collection.britishmuseum.org/id/thesauri/x82334,CCONS7,Consolidated surface with ...% *PARB72* in acetone/*IMS* applied with a micropipette.
http://collection.britishmuseum.org/id/thesauri/x82333,CCONS8,Consolidated lifting area with very thin sheet of *PARB72* inserted into gap. Acetone applied to soften resin and slight pressure applied to obtain adhesion.
http://collection.britishmuseum.org/id/thesauri/x82332,CDESAL1,Object completely immersed in tap water. Wash water changed on a daily basis. Conductivity readings taken of both the tap water and the wash water. DATE WASH WATER TAP WATER measured in siemens 10-5/10-4
http://collection.britishmuseum.org/id/thesauri/x82331,CDESAL2,Object completely immersed in distilled water. Wash water changed on a daily basis. Conductivity readings taken of both the tap water and the wash water. DATE WASH WATER TAP WATER measured in siemens 10-5/10-4
http://collection.britishmuseum.org/id/thesauri/x82330,CDIS1,Dismantled in an atmosphere of *IMS* in a glass dessicator with tissue support.
http://collection.britishmuseum.org/id/thesauri/x82329,CDIS2,Dismantled in an atmosphere of acetone in a glass desiccator with tissue support.
http://collection.britishmuseum.org/id/thesauri/x82328,CDIS3,Dismantled in an atmosphere of dichloromethane in a glass desiccator with tissue support.
http://collection.britishmuseum.org/id/thesauri/x82327,CDIS4,Dismantled by completely immersing in tap water.
http://collection.britishmuseum.org/id/thesauri/x82326,CDIS5,Dismantled using tap water applied to cotton wool swabs laid along joins.
http://collection.britishmuseum.org/id/thesauri/x82325,CDIS6,Dismantled using acetone applied to cotton wool swabs laid along joins.
http://collection.britishmuseum.org/id/thesauri/x82324,CDIS7,Dismantled using *IMS* applied to cotton wool swabs laid along joins.
http://collection.britishmuseum.org/id/thesauri/x82323,CDIS8,Dismantled using steam cleaner with distilled water directed along joins.
http://collection.britishmuseum.org/id/thesauri/x82322,CDIS9,Dismantled with *NITW* applied with a paint brush along joins and covered with aluminium foil to decrease evaporation.
http://collection.britishmuseum.org/id/thesauri/x82321,CDRY1,Fragments left to air dry.
http://collection.britishmuseum.org/id/thesauri/x82637,CELFS,Cellofas B3500 (sodium carboxymethyl cellulose)
http://collection.britishmuseum.org/id/thesauri/x82636,CELLS,Cellosolve (2-ethoxyethanol)
http://collection.britishmuseum.org/id/thesauri/x82635,CELSTP,"ICI white cellulose stopper (cellulose nitrate,pigments,fillers,esters)"
http://collection.britishmuseum.org/id/thesauri/x86095,CERAMICS_and_GLASS,
http://collection.britishmuseum.org/id/thesauri/x82320,CFACE1,Loose areas of surface faced up using strips of Japanese tissue secured at either end with 20% *PARB72* in acetone.
http://collection.britishmuseum.org/id/thesauri/x82319,CFACE2,Acetone applied with a brush to remove the *PARB72*. Japanese tissue then lifted from surface with tweezers and any remaining adhesive removed with acetone and a paint brush.
http://collection.britishmuseum.org/id/thesauri/x82318,CFILLA,"Missing areas, supported on one side with dental wax, filled with *SUPCAST* mixed with water. Cut back with scalpel blade and sanded smooth with various grades of abrasive paper."
http://collection.britishmuseum.org/id/thesauri/x82317,CFILLB,Missing areas filled with *POLINT* mixed with water. Cut back with a scalpel blade and sanded smooth with various grades of abrasive paper.
http://collection.britishmuseum.org/id/thesauri/x82316,CFILLC,Missing areas filled with *FEW*. Cut back with a scalpel blade and sanded smooth with various grades of abrasive paper.
http://collection.britishmuseum.org/id/thesauri/x82315,CFILLD,Missing areas filled with *CGXW396* 100 parts to 32 parts *CGXW397* mixed with *ARSIL* and *WIND*. Cut back with scalpel blade and sanded smooth with various grades of abrasive paper.
http://collection.britishmuseum.org/id/thesauri/x82314,CFILLE,Missing areas filled with *MARI*. Cut back with scalpel blade and sanded smooth with various grades of abrasive paper.
http://collection.britishmuseum.org/id/thesauri/x82313,CFILLF,Small holes filled with *POLFS*. Sanded smooth with various grades of abrasive paper.
http://collection.britishmuseum.org/id/thesauri/x82312,CFILLG,Missing areas filled with *DAVI*. Cut back with scalpel blade and sanded smooth with various grades of abrasive paper.
http://collection.britishmuseum.org/id/thesauri/x82311,CFILLGG,Small holes filled with *CELSTP*. Sanded smooth with various grades of abrasive papers.
http://collection.britishmuseum.org/id/thesauri/x82310,CFILLH,Surface fine filled with French chalk mixed with *RUSWT*. Sanded smooth with various grades of abrasive paper.
http://collection.britishmuseum.org/id/thesauri/x82309,CFILLI,Missing areas filled with *HXTL* 3:1 resin to hardener mixed with *ARSIL* and *WIND*. Cut back with a scalpel blade and sanded smooth with various grades of abrasive paper.
http://collection.britishmuseum.org/id/thesauri/x82308,CFILLJ,Missing areas filled with *HXTL* 3:1 resin to hardener with *CABO* and *WIND*. Cut back with a scalpel blade and sanded smooth with various grades of abrasive paper.
http://collection.britishmuseum.org/id/thesauri/x82307,CFILLK,Missing areas filled with *CGXW396* 100 parts to 32 parts *CGXW397* mixed with *ARSIL* and *WIND*. Cut back with scalpel blade and sanded smooth with various grades of abrasive paper.
http://collection.britishmuseum.org/id/thesauri/x82306,CFILLL,Missing areas filled with Ciba Geigy XW396 (epoxy) 100 parts to 32 parts Ciba Geigy XW397 (epoxy) mixed with *CABO* and *WIND*. Cut back with a scalpel blade and sanded smooth with various grades of abrasive paper.
http://collection.britishmuseum.org/id/thesauri/x82305,CFILLM,Missing areas filled with *HXTL* and *MICR*. Cut back with a scalpel blade and sanded smooth with various grades of abrasive paper.
http://collection.britishmuseum.org/id/thesauri/x82304,CFILLN,Missing areas filled with *CGXW396* 100 parts to 32 parts *CGXW397* and *MICR*. Cut back with a scalpel blade.
http://collection.britishmuseum.org/id/thesauri/x82303,CFILLO,Missing areas filled with *HXTL* and glass beads. Cut back with scalpel.
http://collection.britishmuseum.org/id/thesauri/x82302,CFILLP,Missing areas filled with *CGXWW396* 100 parts to 32 parts *CGXW397* and glass beads. Cut back with scalpel blade.
http://collection.britishmuseum.org/id/thesauri/x82301,CFILLQ,Fill cut back with a scalpel blade.
http://collection.britishmuseum.org/id/thesauri/x82300,CFILLR,Fills smoothed with various grades of abrasive papers.
http://collection.britishmuseum.org/id/thesauri/x82299,CFILLS,"Missing areas filled with *SUPCAST* mixed with water. A seperating layer of aluminium foil applied to break edges. Dental wax used as a support mould, held in position using masking tape. Gapfill removed from object when hard, smoothed using a scalpel blade and various grades of abrasive paper. Gapfill sealed with *RUSWT* applied with a brush. Small imperfections filled using *POLFS* and sanded smooth with various grades of abrasive paper. Fill bonded into position with *HMG*. Surface painted with *RUSWT* and *IMS* and *WIND*/ and *GASIL* applied with a sable brush. Polished with micromesh abrasive paper and *PRELM* on tissue. paper."
http://collection.britishmuseum.org/id/thesauri/x82298,CFILLT,Sealed broken edge with 20% *PARB72* in acetone applied with a brush. Missing areas filled with *SUPCAST* mixed with water. Dental wax used as a support mould held in position using masking tape. Fill smoothed with a scalpel blade and various grades of abrasive paper. Surface sealed with *RUSWT* applied with a brush. Small imperfections filled with *POLFS* and smoothed with various grades of abrasive paper. Surface painted with *RUSWT* and *IMS* and *WIND* /and *GASIL* applied with a sable brush. Polished with micromesh abrasive paper and *PRELM* applied on a tissue.
http://collection.britishmuseum.org/id/thesauri/x82297,CFILLU,Missing areas filled with *HXTL* 3:1 resin to hardener mixed with *ARSIL* and *WIND*. Cut back with scalpel and sanded smooth with various grades of abrasive paper.
http://collection.britishmuseum.org/id/thesauri/x82296,CFILLV,Missing areas filled with *PARB72* mixed with *MICR*.
http://collection.britishmuseum.org/id/thesauri/x82295,CFILLW,Missing areas packed with a paste of *MICR* in *PARB72*. Pared with scalpel blade and sanded smooth with various grades of abrasive paper.
http://collection.britishmuseum.org/id/thesauri/x82634,CGXW396,Ciba Geigy XW396 (epoxy)
http://collection.britishmuseum.org/id/thesauri/x82633,CGXW397,Ciba Geigy XW397 (epoxy)
http://collection.britishmuseum.org/id/thesauri/x82632,CHIN,Chinese pigments (comp. variable)
http://collection.britishmuseum.org/id/thesauri/x82631,CHLO,Chloramine T (sodium-p-toluene-sulpho-chloramide)
http://collection.britishmuseum.org/id/thesauri/x82294,CIBA,CGWXW 396 (epoxy) 100 parts to 32 parts *CGWXW 397*
http://collection.britishmuseum.org/id/thesauri/x82630,CIBA,Cibacet (comp. unknown)
http://collection.britishmuseum.org/id/thesauri/x82293,CLEAN2,Cleaned by dry brushing followed by polishing with a silk wrapped cotton wool pad moistened with white spirit or Petroleum Ether.
http://collection.britishmuseum.org/id/thesauri/x82292,CMIC,Examined closely using the microscope.
http://collection.britishmuseum.org/id/thesauri/x82291,CMOD 1,"Missing areas modelled using *MILL* and smoothed using French Chalk. Once cured, surfaces modified using various grades of abrasive papers."
http://collection.britishmuseum.org/id/thesauri/x82290,CMOD2,Missing area modelled slightly smaller than required with *MILL*. *HXTL* 3:1 resin to hardener mixed to a gel with *ARSIL* and *WIND* and applied to modelled area with cocktail stick.
http://collection.britishmuseum.org/id/thesauri/x82289,CMOULD1,Moulded a profile with *DENT* softened with heat from a hot air blower/hot water.
http://collection.britishmuseum.org/id/thesauri/x82288,CMOULD2,Moulded impression or profile with *PRVLS*.
http://collection.britishmuseum.org/id/thesauri/x82287,CMOULD3,Moulded impression or profile with *SLCSTIO5*.
http://collection.britishmuseum.org/id/thesauri/x82286,CMOULD4,Moulded impression or profile with *AMSIL*.
http://collection.britishmuseum.org/id/thesauri/x82285,CMOULD5,Two part mould made with *SlCST105*. Cast made in *SUPCAST* mixed with water.
http://collection.britishmuseum.org/id/thesauri/x82284,CNUMR1,Removed registration numbers from visible positions with *IMS* or acetone applied on cotton wool swabs. Replaced on base with Rotring pen (Indian ink) sealing the surface first with 20% *PARB72*in acetone.
http://collection.britishmuseum.org/id/thesauri/x82283,CNUMR2,"Disguised registration numbers in visible positions using *CRYLA*, as mechanical removal with solvents proved impossible. Replaced on base with Rotring pen (Indian ink) sealing surface first with 20% *PARB72*in acetone."
http://collection.britishmuseum.org/id/thesauri/x82629,COME,Comet (animal glue)
http://collection.britishmuseum.org/id/thesauri/x82628,CONDP,Conte a Paris drawing pencils (composition unknown)
http://collection.britishmuseum.org/id/thesauri/x82627,CONPP,Conte a Paris pastel pencils (composition unknown)
http://collection.britishmuseum.org/id/thesauri/x82282,CONS,Cleaned and consolidated using
http://collection.britishmuseum.org/id/thesauri/x82626,COOM,Coommassie (diazo)
http://collection.britishmuseum.org/id/thesauri/x82625,COPO,Coposil (silicone rubber)
http://collection.britishmuseum.org/id/thesauri/x82624,CORR,"Correx (polypropylene/polyethylene copolymer,coorugated sheet"
http://collection.britishmuseum.org/id/thesauri/x82623,COSM,Cosmolloid 80H (microcrystalline wax)
http://collection.britishmuseum.org/id/thesauri/x82281,CPAINT1,Painted with *RUSWT* and *IMS* and *WIND*/and *GASIL* applied with a sable brush.
http://collection.britishmuseum.org/id/thesauri/x82280,CPAINT2,Painted with *RUSPL* and *RUSTH* and *WIND* applied with a sable brush.
http://collection.britishmuseum.org/id/thesauri/x82279,CPAINT3,Painted with *ROWCRY* diluted with water applied with a sable brush.
http://collection.britishmuseum.org/id/thesauri/x82278,CPAINT4,Painted with *RUSWT* thinned with *IMS* and *MAIM* applied with a sable brush.
http://collection.britishmuseum.org/id/thesauri/x82277,CPAINT5,Painted with *RUSPL* and *RUSTH* with *MAIM* applied with a sable brush.
http://collection.britishmuseum.org/id/thesauri/x82276,CPOL1,Fills polished with *PRELM* on cotton wool swab or paper tissue.
http://collection.britishmuseum.org/id/thesauri/x82275,CPOL2,Fills polished with *SOLV* on cotton wool swabs or paper tissue.
http://collection.britishmuseum.org/id/thesauri/x82274,CPOL3,Polished with fine grades of Micromesh abrasive paper.
http://collection.britishmuseum.org/id/thesauri/x82273,CPOL4,Buffed with glass bristle brush.
http://collection.britishmuseum.org/id/thesauri/x82272,CPOULT1,Poulticed with *LAPRD* mixed with distilled water. Covered with cling film to slow down evaporation.
http://collection.britishmuseum.org/id/thesauri/x82271,CPOULT2,Poulticed with *LAPRD* mixed with distilled water and *IMS* covered with cling film to slow down evaporation.
http://collection.britishmuseum.org/id/thesauri/x82270,CPOULT3,Poulticed with *LAPRD* mixed with tap water covered with cling film to slow down evaporation.
http://collection.britishmuseum.org/id/thesauri/x82269,CPOULT4,"Poulticed with acid free blotting paper soaked in water, tamped onto the surface with a stencil brush."
http://collection.britishmuseum.org/id/thesauri/x82268,CRECONA,Reconstructed using *HMG* . Joins supported with ......... during curing.
http://collection.britishmuseum.org/id/thesauri/x82267,CRECONB,Reconstructed using *HXTL* mixed in the proportion of 3:1 resin to hardener. Joins supported with ........ during curing.
http://collection.britishmuseum.org/id/thesauri/x82266,CRECONC,Reconstructed with *PARB72* 50% in acetone applied to the break edges with a brush. Joins supported with ....... during curing.
http://collection.britishmuseum.org/id/thesauri/x82265,CRECOND,Reconstructed using CGWXW396 (epoxy) 100 parts to 32 parts CGWXW397 (epoxy). Joins supported with ....... during curing.
http://collection.britishmuseum.org/id/thesauri/x82264,CRECONE,Reconstructed with *SUPPXY*. Joins supported with ......... during curing.
http://collection.britishmuseum.org/id/thesauri/x82263,CRECONF,Reconstructed with *ARAL*. Joins supported with ... during curing.
http://collection.britishmuseum.org/id/thesauri/x82262,CRECONG,Reconstructed with *ARALR. Joins supported with ... tape.
http://collection.britishmuseum.org/id/thesauri/x82261,CRECONH,Reconstructed with *LOCENG* UV curing adhesive. Joins supported with ... tape.
http://collection.britishmuseum.org/id/thesauri/x82260,CRECONI,"Reconstructed dry, securing with ... tape. *HXTL* applied to joins, drawn in by cappillary action. Excess removed with acetone on a cotton wool swab on a satay stick and a scalpel blade."
http://collection.britishmuseum.org/id/thesauri/x82259,CRECONJ,Reconstructed dry securing with ... tape. *CGXW396* 100 parts to 32 parts *CGXW397* applied to joins drawn in by capillary action.
http://collection.britishmuseum.org/id/thesauri/x82622,CRYLA,Cryla colours (acrylic)
http://collection.britishmuseum.org/id/thesauri/x82258,CSEAL1,Plaster surface sealed with *RUSWT* and *IMS* applied by brush.
http://collection.britishmuseum.org/id/thesauri/x82257,CSEAL2,Plaster fills sealed with *PARB72* in 50/50 Acetone /*IMS* applied by brush.
http://collection.britishmuseum.org/id/thesauri/x82256,CSEAL3,Edges of areas to be filled sealed with 20% *PARB72* in acetone applied by brush.
http://collection.britishmuseum.org/id/thesauri/x82255,CSTEAM,Steam cleaned using distilled water; run off dirt and water absorbed into soft tissue paper.
http://collection.britishmuseum.org/id/thesauri/x82254,CTILE1,*Mill* pellets pressed to back of uneven tiles to create an even top surface before sticking the tiles to the metal backing plate.
http://collection.britishmuseum.org/id/thesauri/x82253,CTILE2,Tiles adhered to the roughened surface of an aluminium backing plate with *AR2005* mixed with *CABO*. Any excess around the edge of the tiles wiped off with tissue and acetone.
http://collection.britishmuseum.org/id/thesauri/x82252,CTILE3,Back and sides of tiles sealed with 20% *PARB72* in acetone applied with a paint brush.
http://collection.britishmuseum.org/id/thesauri/x82251,CTILE4,"The tiles were removed from the frame and the brass surround. Steam cleaned using distilled water; run of dirt and water absorbed into soft tissue paper. The brass surround and the frame were then replaced. After inspection by the MLA department the tiles again removed from the frame, the brass strips surrounding the tiles were secured with *SUPPXY*. Three of the brass tacks had broken heads,the heads were secured to their pins with *MILL*, which when cured was secured with *SUPPXY*. The glass frame was cleaned with a 2% solution of *SYNP* and water. It was then replaced."
