URI,Label,Scope note
http://collection.britishmuseum.org/id/thesauri/x106907,acrylic yarn,"Acrylic yarn is a thread now commonly used instead of wool for knitting, embroidery and decorative weaving."
http://collection.britishmuseum.org/id/thesauri/x10174,actinolite,
http://collection.britishmuseum.org/id/thesauri/x10175,acuyuru palm leaf,Arecaceae family.
http://collection.britishmuseum.org/id/thesauri/x115766,african cordia,
http://collection.britishmuseum.org/id/thesauri/x10176,african rosewood,"Guibou in the subfamily Caesalpinioideae of the family Fabaceae (syn. Leguminosae). Former botanical synomyms include: Copaifera coleosperma Benth., Copaiva coleosperma (Benth.) Kuntze, Copaifera hymenaeifolia (Moric.) J. Leon"
http://collection.britishmuseum.org/id/thesauri/x10177,afzelia seed,Afzelia is a genus in the subfamily Caesalpinioideae of the family Fabaceae (syn. Leguminosae).
http://collection.britishmuseum.org/id/thesauri/x10178,afzelia wood,Afzelia is a genus in the subfamily Caesalpinioideae of the family Fabaceae (syn. Leguminosae).
http://collection.britishmuseum.org/id/thesauri/x10179,agalmatolite,
http://collection.britishmuseum.org/id/thesauri/x10180,agate,
http://collection.britishmuseum.org/id/thesauri/x10181,agave,"Agave is a genus belonging in the Agavaceae family. It is not related to the Aloe genus which belongs to a different family, the Aloeaceae."
http://collection.britishmuseum.org/id/thesauri/x10182,agave fibre,"Agave is a genus belonging in the Agavaceae family. It is not related to the Aloe genus which belongs to a different family, the Aloeaceae."
http://collection.britishmuseum.org/id/thesauri/x10183,ageva shell,
http://collection.britishmuseum.org/id/thesauri/x10184,aggregate,"In this thesaurus, the term refers to man-made aggregates rather than natural ones. See also BRECCIA and CONGLOMERATE."
http://collection.britishmuseum.org/id/thesauri/x10185,agouti tooth,
http://collection.britishmuseum.org/id/thesauri/x10186,alabaster,"Alabaster is calcium sulphate, but the word 'alabaster' in Egyptian, Near Eastern and Greek archaeology has been commonly misused for objects which in fact are made of calcite (calcium carbonate). Thus when searching for alabaster objects, users are recommended to search for Material 'calcite' as well as 'alabaster'. N.B. The suggestion by some authorities to use the term 'travertine' for Egyptian alabaster (ie. calcite) is not generally accepted."
http://collection.britishmuseum.org/id/thesauri/x10187,albatross bone,
http://collection.britishmuseum.org/id/thesauri/x112919,albatross feather,"Albatross, Dioamedea epomophora, feather."
http://collection.britishmuseum.org/id/thesauri/x10188,albatross tissue,
http://collection.britishmuseum.org/id/thesauri/x103732,albite,
http://collection.britishmuseum.org/id/thesauri/x10189,alder bark,"The genus Alnus belongs in the Betulaceae family. Species of alder, Alnus spp., will vary depending on their geographical distribution e.g. in Europe, North America or temperate Asia."
http://collection.britishmuseum.org/id/thesauri/x10190,alder leaf,"The genus Alnus belongs in the Betulaceae family. Species of alder, Alnus spp., will vary depending on their geographical distribution e.g. in Europe, North America or temperate Asia."
http://collection.britishmuseum.org/id/thesauri/x115580,alder root,"The genus Alnus belongs in the Betulaceae family. Species of alder, Alnus spp., will vary depending on their geographical distribution e.g. in Europe, North America or temperate Asia."
http://collection.britishmuseum.org/id/thesauri/x10191,alder wood,"The genus Alnus belongs in the Betulaceae family. Species of alder, Alnus spp., will vary depending on their geographical distribution e.g. in Europe, North America or temperate Asia."
http://collection.britishmuseum.org/id/thesauri/x10192,alfalfa fibre,Medicago sativa L. belongs to the Fabaceae family (formerly known as Leguminosae).
http://collection.britishmuseum.org/id/thesauri/x10193,algaroba bean,Species of the Prosopis genus belong to the subfamily Mimosoideae of the Fabaceae family (formerly known as Leguminosae).
http://collection.britishmuseum.org/id/thesauri/x10194,algaroba wood,Species of the Prosopis genus belong to the subfamily Mimosoideae of the Fabaceae family (formerly known as Leguminosae).
http://collection.britishmuseum.org/id/thesauri/x10195,alligator skin,
http://collection.britishmuseum.org/id/thesauri/x10196,alligator tooth,
http://collection.britishmuseum.org/id/thesauri/x10197,allogia bark,
http://collection.britishmuseum.org/id/thesauri/x10198,alloy,
http://collection.britishmuseum.org/id/thesauri/x10199,almandine,
http://collection.britishmuseum.org/id/thesauri/x10200,almond,"The term refers to the nut. Prunus dulcis, syn. Prunus amygdalus Batsch., Amygdalus communis L., Amygdalus dulcis Mill. The genus Prunus belongs to Rosaceae family."
http://collection.britishmuseum.org/id/thesauri/x10201,aloe,"Aloe is a genus belonging in the Aloeaceae family. It is not related to the Agave genus which belongs to a different family, the Agavaceae."
http://collection.britishmuseum.org/id/thesauri/x10202,aloe fibre,"Aloe is a genus belonging in the Aloeaceae family. It is not related to the Agave genus which belongs to a different family, the Agavaceae."
http://collection.britishmuseum.org/id/thesauri/x10203,aloe leaf,"Aloe is a genus belonging in the Aloeaceae family. It is not related to the Agave genus which belongs to a different family, the Agavaceae."
http://collection.britishmuseum.org/id/thesauri/x10204,aloe pith,"Aloe is a genus belonging in the Aloeaceae family. It is not related to the Agave genus which belongs to a different family, the Agavaceae."
http://collection.britishmuseum.org/id/thesauri/x10205,aloe wood,"Aloe is a genus belonging in the Aloeaceae family. It is not related to the Agave genus which belongs to a different family, the Agavaceae."
http://collection.britishmuseum.org/id/thesauri/x10206,alpaca wool,
http://collection.britishmuseum.org/id/thesauri/x117018,alstonia wood,
http://collection.britishmuseum.org/id/thesauri/x10207,alum,
http://collection.britishmuseum.org/id/thesauri/x10208,aluminium,
http://collection.britishmuseum.org/id/thesauri/x10209,aluminium alloy,
http://collection.britishmuseum.org/id/thesauri/x114730,aluminium bronze,
http://collection.britishmuseum.org/id/thesauri/x112310,aluminium silicate,
http://collection.britishmuseum.org/id/thesauri/x10210,amazonite,
http://collection.britishmuseum.org/id/thesauri/x10211,ambatch wood,Aeschynomene elaphroxylon Taub. (synonym Herminiera elaphroxylon Guill. & Perr.) belongs to the Fabaceae family (formerly known as the Leguminosae). Subfamily Papilionoideae
http://collection.britishmuseum.org/id/thesauri/x10212,amber,
http://collection.britishmuseum.org/id/thesauri/x10213,ambergris,
http://collection.britishmuseum.org/id/thesauri/x10214,amboyna wood,Pterocarpus indicus Willd. belongs to the Fabaceae family (formerly known as the Leguminosae).
http://collection.britishmuseum.org/id/thesauri/x10215,american aloe,"Agave americana L belongs to the Agavaceae family. It is not related to the Aloe genus which belongs to a different family, the Aloeaceae."
http://collection.britishmuseum.org/id/thesauri/x10216,american aloe fibre,"Agave americana L belongs to the Agavaceae family. It is not related to the Aloe genus which belongs to a different family, the Aloeaceae"
http://collection.britishmuseum.org/id/thesauri/x72554,american red oak,"Fagaceae family. Quercus rubra - Syn.: Quercus borealis Michx. f. var. maxima (Marsh.) Ashe, Quercus maxima (Marsh.) Ashe, Quercus falcata Michx."
http://collection.britishmuseum.org/id/thesauri/x10218,amethyst,
http://collection.britishmuseum.org/id/thesauri/x107202,amphibian bone,
http://collection.britishmuseum.org/id/thesauri/x10219,amphibian tissue,
http://collection.britishmuseum.org/id/thesauri/x10220,amphibolite,
http://collection.britishmuseum.org/id/thesauri/x10221,amrud wood,Myrtaceae family.
http://collection.britishmuseum.org/id/thesauri/x10222,anam thorn,
http://collection.britishmuseum.org/id/thesauri/x10223,ancillaria shell,
http://collection.britishmuseum.org/id/thesauri/x10224,andesite,
http://collection.britishmuseum.org/id/thesauri/x10225,angora goat hair,
http://collection.britishmuseum.org/id/thesauri/x10226,anhydrite,
http://collection.britishmuseum.org/id/thesauri/x10227,aniline,
http://collection.britishmuseum.org/id/thesauri/x10228,animal,
http://collection.britishmuseum.org/id/thesauri/x10229,animal fat,
http://collection.britishmuseum.org/id/thesauri/x10230,animal oil,
http://collection.britishmuseum.org/id/thesauri/x10231,animal product,"The term is defined as material produced by the animal, not an integral part of the animal."
http://collection.britishmuseum.org/id/thesauri/x10232,animal tissue,"This term and its Narrow Terms are for combinations of constitutents (which would be too numerous to enter individually) such as 'leg', or for the whole animal, or for unspecified matter from a named animal. It is not intended to reflect 'tissue' in a strict biological sense."
http://collection.britishmuseum.org/id/thesauri/x10233,annatto seed,"Bixaceae family. Common names for the tree include achiote, anato, annatto, arnato, bija, bijol, bixa, lipstick tree, roucou"
http://collection.britishmuseum.org/id/thesauri/x10234,anteater claw,
http://collection.britishmuseum.org/id/thesauri/x10235,antelope bone,
http://collection.britishmuseum.org/id/thesauri/x10236,antelope hair,
http://collection.britishmuseum.org/id/thesauri/x10237,antelope hoof,
http://collection.britishmuseum.org/id/thesauri/x10238,antelope horn,
http://collection.britishmuseum.org/id/thesauri/x10239,antelope skin,
http://collection.britishmuseum.org/id/thesauri/x10240,antelope tissue,
http://collection.britishmuseum.org/id/thesauri/x10241,antelope tooth,
http://collection.britishmuseum.org/id/thesauri/x10242,antimony,
http://collection.britishmuseum.org/id/thesauri/x10243,antler,
http://collection.britishmuseum.org/id/thesauri/x117950,apapane,
http://collection.britishmuseum.org/id/thesauri/x111066,apatite,calcium phosphate hydroxide
http://collection.britishmuseum.org/id/thesauri/x10244,ape bone,
http://collection.britishmuseum.org/id/thesauri/x10245,ape skin,
http://collection.britishmuseum.org/id/thesauri/x10246,ape tooth,
http://collection.britishmuseum.org/id/thesauri/x96132,apple,Rosaceae family.
http://collection.britishmuseum.org/id/thesauri/x10247,apple wood,Rosaceae family.
http://collection.britishmuseum.org/id/thesauri/x10248,apteryx feather,
http://collection.britishmuseum.org/id/thesauri/x10249,aquamarine,
http://collection.britishmuseum.org/id/thesauri/x10250,arachnid tissue,
http://collection.britishmuseum.org/id/thesauri/x10251,aragonite,
http://collection.britishmuseum.org/id/thesauri/x10252,arara feather,
http://collection.britishmuseum.org/id/thesauri/x10253,arca shell,
http://collection.britishmuseum.org/id/thesauri/x10254,arctic fox bone,
http://collection.britishmuseum.org/id/thesauri/x10255,arctic wolf bone,
http://collection.britishmuseum.org/id/thesauri/x10256,areca palm fibre,"Areca is a genus of about 50 species of single-stemmed palms in the family Arecaceae, found in humid tropical forests e.g. Areca catechu, the areca nut palm. Special note: It should not be confused with Chrysalidocarpus lutescens, syn. Dypsis lutescens (golden cane palm, or yellow butterfly palm) from the Arecaceae family which is often referred to as the 'areca palm' although it is not in that genus."
http://collection.britishmuseum.org/id/thesauri/x10257,areca palm fruit,"Areca is a genus of about 50 species of single-stemmed palms in the family Arecaceae, found in humid tropical forests e.g. Areca catechu, the areca nut palm. Special note: It should not be confused with Chrysalidocarpus lutescens, syn. Dypsis lutescens (golden cane palm, or yellow butterfly palm) from the Arecaceae family which is often referred to as the 'areca palm' although it is not in that genus."
http://collection.britishmuseum.org/id/thesauri/x10258,areca palm leaf,"Areca is a genus of about 50 species of single-stemmed palms in the family Arecaceae, found in humid tropical forests e.g. Areca catechu, the areca nut palm. Special note: It should not be confused with Chrysalidocarpus lutescens, syn. Dypsis lutescens (golden cane palm, or yellow butterfly palm) from the Arecaceae family which is often referred to as the 'areca palm' although it is not in that genus."
http://collection.britishmuseum.org/id/thesauri/x10259,areca palm nut,"Areca is a genus of about 50 species of single-stemmed palms in the family Arecaceae, found in humid tropical forests e.g. Areca catechu, the areca nut palm. Special note: It should not be confused with Chrysalidocarpus lutescens, syn. Dypsis lutescens (golden cane palm, or yellow butterfly palm) from the Arecaceae family which is often referred to as the 'areca palm' although it is not in that genus."
http://collection.britishmuseum.org/id/thesauri/x10260,areca palm spathe,"Areca is a genus of about 50 species of single-stemmed palms in the family Arecaceae, found in humid tropical forests e.g. Areca catechu, the areca nut palm. Special note: It should not be confused with Chrysalidocarpus lutescens, syn. Dypsis lutescens (golden cane palm, or yellow butterfly palm) from the Arecaceae family which is often referred to as the 'areca palm' although it is not in that genus."
http://collection.britishmuseum.org/id/thesauri/x10261,areca palm wood,"Areca is a genus of about 50 species of single-stemmed palms in the family Arecaceae, found in humid tropical forests e.g. Areca catechu, the areca nut palm. Special note: It should not be confused with Chrysalidocarpus lutescens, syn. Dypsis lutescens (golden cane palm, or yellow butterfly palm) from the Arecaceae family which is often referred to as the 'areca palm' although it is not in that genus."
http://collection.britishmuseum.org/id/thesauri/x10262,argan wood,Argania spinosa (L.) Skeels (formerly Sideroxylon spinosum); Sapotaceae family. Uses: leaves etc for food & fodder; wood for fuelwood and charcoal; trees used for erosion control.
http://collection.britishmuseum.org/id/thesauri/x10263,argillite,
http://collection.britishmuseum.org/id/thesauri/x10264,argun palm fruit,"Medemia argun (C.Mart.)Württemb. Arecaceae family. Uses: FOOD(Infructescences); MATERIALS(Fibres, Wood)."
http://collection.britishmuseum.org/id/thesauri/x10265,argun palm nut,"Medemia argun (C.Mart.)Württemb. Arecaceae family. Uses: FOOD(Infructescences); MATERIALS(Fibres, Wood)."
http://collection.britishmuseum.org/id/thesauri/x10266,argus pheasant feather,
http://collection.britishmuseum.org/id/thesauri/x10267,armadillo bone,
http://collection.britishmuseum.org/id/thesauri/x10268,armadillo claw,
http://collection.britishmuseum.org/id/thesauri/x10269,armadillo shell,
http://collection.britishmuseum.org/id/thesauri/x10270,armadillo skin,
http://collection.britishmuseum.org/id/thesauri/x10271,armadillo tissue,
http://collection.britishmuseum.org/id/thesauri/x10272,arrowroot leaf,"Maranta arundinacea is from the Marantaceae family. The 'term 'arrowroot' is used for other plants too, so the type of arrowroot and its context must be taken into account when choosing the correct scientific terms. For example: Zamia pumila L. (Zamiaceae family), Florida arrowroot, produces a commercial starch. The term 'arrowroot' is sometimes used in more generalised way today to describe any starch, including that from tapoica and from kudzu flour which derives from Pueraria lobata (Fabaceae family). Canna indica L. / Canna edulis (Cannaceae family) also yields ""arrowroot"". In addition, the term may be even more general and largely non-botanical i.e. a root used for arrows."
http://collection.britishmuseum.org/id/thesauri/x10273,arrowroot stem,"Maranta arundinacea is from the Marantaceae family. The 'term 'arrowroot' is used for other plants too, so the type of arrowroot and its context must be taken into account when choosing the correct scientific terms. For example: Zamia pumila L. (Zamiaceae family), Florida arrowroot, produces a commercial starch. The term 'arrowroot' is sometimes used in more generalised way today to describe any starch, including that from tapoica and from kudzu flour which derives from Pueraria lobata (Fabaceae family). Canna indica L. / Canna edulis (Cannaceae family) also yields ""arrowroot"". In addition, the term may be even more general and largely non-botanical i.e. a root used for arrows."
http://collection.britishmuseum.org/id/thesauri/x10274,arsenical copper,
http://collection.britishmuseum.org/id/thesauri/x10275,arum leaf,"Arum species, i.e. arums are in the Araceae family. There are other genera in this family which are called arum lily e.g. Zantedeschia spp."
http://collection.britishmuseum.org/id/thesauri/x10276,asbestos,
http://collection.britishmuseum.org/id/thesauri/x10277,ash,
http://collection.britishmuseum.org/id/thesauri/x10278,ash tree bark,Oleaceae family
http://collection.britishmuseum.org/id/thesauri/x10279,ash wood,Oleaceae family.
http://collection.britishmuseum.org/id/thesauri/x117550,aspen wood,
http://collection.britishmuseum.org/id/thesauri/x10280,asphalt,
http://collection.britishmuseum.org/id/thesauri/x111067,atacamite,copper chloride hydroxide
http://collection.britishmuseum.org/id/thesauri/x10281,athsi seed,
http://collection.britishmuseum.org/id/thesauri/x10282,attar,"Rosa damascena Mill., and Rosa centifolia L. are from the Rosaceae family."
http://collection.britishmuseum.org/id/thesauri/x115944,auroch bone,
http://collection.britishmuseum.org/id/thesauri/x10283,aurochs horn,
http://collection.britishmuseum.org/id/thesauri/x10284,aventurine,
http://collection.britishmuseum.org/id/thesauri/x10285,awarra leaf,Astrocaryum vulgare Mart. belongs to the Arecaceae family.
http://collection.britishmuseum.org/id/thesauri/x10286,azurite,"Cu3(CO3)2(OH)2, Copper Carbonate Hydroxide This is an intense blue colour."
http://collection.britishmuseum.org/id/thesauri/x10287,babiche,"Rawhide strips used in hunting bags, for example."
http://collection.britishmuseum.org/id/thesauri/x10288,baboon bone,
http://collection.britishmuseum.org/id/thesauri/x10289,baboon tissue,
http://collection.britishmuseum.org/id/thesauri/x10290,baboon tooth,
http://collection.britishmuseum.org/id/thesauri/x10291,badger hair,
http://collection.britishmuseum.org/id/thesauri/x10292,bagrus bayad fish tissue,
http://collection.britishmuseum.org/id/thesauri/x10293,baize,
http://collection.britishmuseum.org/id/thesauri/x10294,bakelite,
http://collection.britishmuseum.org/id/thesauri/x10295,baleen,"See also IVORY - although not the same material as baleen or whalebone, the terms have not always been applied correctly."
http://collection.britishmuseum.org/id/thesauri/x10296,balsa wood,
http://collection.britishmuseum.org/id/thesauri/x10297,balyan root,
http://collection.britishmuseum.org/id/thesauri/x10298,bamboo,"Bamboos belong to the grass family Poaceae, subfamily Bambusoideae, tribe Bambuseae."
http://collection.britishmuseum.org/id/thesauri/x10299,bamboo fibre,
http://collection.britishmuseum.org/id/thesauri/x10300,bamboo leaf,
http://collection.britishmuseum.org/id/thesauri/x10301,bamboo pith,
http://collection.britishmuseum.org/id/thesauri/x10302,bamboo root,
http://collection.britishmuseum.org/id/thesauri/x10303,banana,
http://collection.britishmuseum.org/id/thesauri/x10304,banana bark,
http://collection.britishmuseum.org/id/thesauri/x10305,banana fibre,"The term is used generically to cover fibre from both ito-basho (""thread banana"") plants, the true Japanese Fibre Banana - Musa balbisiana (synonym Musa liukiuensis) and fibre from the edible banana species (Musa basjoo). Bashofu is the Japanese name of the banana fibre cloth."
http://collection.britishmuseum.org/id/thesauri/x10306,banana flower,
http://collection.britishmuseum.org/id/thesauri/x10307,banana leaf,
http://collection.britishmuseum.org/id/thesauri/x10308,banana seed,
http://collection.britishmuseum.org/id/thesauri/x10309,banana stem,
http://collection.britishmuseum.org/id/thesauri/x10310,bandicoot fur,
http://collection.britishmuseum.org/id/thesauri/x10311,bantam feather,
http://collection.britishmuseum.org/id/thesauri/x10312,banyan fibre,
http://collection.britishmuseum.org/id/thesauri/x10313,baobab bark,
http://collection.britishmuseum.org/id/thesauri/x10314,baobab fibre,
http://collection.britishmuseum.org/id/thesauri/x10315,baobab fruit,
http://collection.britishmuseum.org/id/thesauri/x10316,baobab nut,
http://collection.britishmuseum.org/id/thesauri/x10317,baobab seed,
http://collection.britishmuseum.org/id/thesauri/x72558,baobab wood,
http://collection.britishmuseum.org/id/thesauri/x10318,barbus bynni fish tissue,
http://collection.britishmuseum.org/id/thesauri/x10319,barite,
http://collection.britishmuseum.org/id/thesauri/x10320,bark,"Barkcloth (bark cloth) is beaten or felted bark. If the name of the specific bark is known, the specific term (e.g. acacia bark) is entered. The Object Name barkcloth should be only be entered if the object is a piece of barkcloth with no known use, e.g. a sample. If the object is, e.g. an apron, that term is the Object Name. The term barkcloth is always recorded in the Description."
http://collection.britishmuseum.org/id/thesauri/x10321,bark fibre,This is not a recognised scientific term.
http://collection.britishmuseum.org/id/thesauri/x10323,barley,
http://collection.britishmuseum.org/id/thesauri/x10324,barnacle shell,
http://collection.britishmuseum.org/id/thesauri/x10325,basalt,
http://collection.britishmuseum.org/id/thesauri/x10326,basanite,
http://collection.britishmuseum.org/id/thesauri/x10327,bast,The term refers to bast fibre.
http://collection.britishmuseum.org/id/thesauri/x10328,bat bone,
http://collection.britishmuseum.org/id/thesauri/x10329,bat fur,
http://collection.britishmuseum.org/id/thesauri/x10330,bat hair,
http://collection.britishmuseum.org/id/thesauri/x10331,bat tooth,
http://collection.britishmuseum.org/id/thesauri/x10332,bauxite,
http://collection.britishmuseum.org/id/thesauri/x10333,beach grass,
http://collection.britishmuseum.org/id/thesauri/x10334,beak,
http://collection.britishmuseum.org/id/thesauri/x10335,bean,
http://collection.britishmuseum.org/id/thesauri/x10336,bean pod,
http://collection.britishmuseum.org/id/thesauri/x10337,bean stem,
http://collection.britishmuseum.org/id/thesauri/x72559,bean stem fibre,
http://collection.britishmuseum.org/id/thesauri/x10338,bean tree wood,
http://collection.britishmuseum.org/id/thesauri/x10339,bear bone,
http://collection.britishmuseum.org/id/thesauri/x10340,bear claw,
http://collection.britishmuseum.org/id/thesauri/x72560,bear fur,
http://collection.britishmuseum.org/id/thesauri/x10341,bear grass,
http://collection.britishmuseum.org/id/thesauri/x10342,bear hair,
http://collection.britishmuseum.org/id/thesauri/x10343,bear skin,
http://collection.britishmuseum.org/id/thesauri/x10344,bear tissue,
http://collection.britishmuseum.org/id/thesauri/x10345,bear tooth,
http://collection.britishmuseum.org/id/thesauri/x10346,bearcat skin,
http://collection.britishmuseum.org/id/thesauri/x72561,bearded seal claw,
http://collection.britishmuseum.org/id/thesauri/x10347,bearded seal skin,
http://collection.britishmuseum.org/id/thesauri/x10348,beaver fur,
http://collection.britishmuseum.org/id/thesauri/x10349,beaver hair,
http://collection.britishmuseum.org/id/thesauri/x10350,beaver skin,
http://collection.britishmuseum.org/id/thesauri/x10351,beaver tissue,
http://collection.britishmuseum.org/id/thesauri/x10352,beaver tooth,
http://collection.britishmuseum.org/id/thesauri/x10353,beech wood,
http://collection.britishmuseum.org/id/thesauri/x10354,beefwood gum,
http://collection.britishmuseum.org/id/thesauri/x10355,beeswax,
http://collection.britishmuseum.org/id/thesauri/x10356,beet,
http://collection.britishmuseum.org/id/thesauri/x10357,beetle shell,
http://collection.britishmuseum.org/id/thesauri/x10358,beetle tissue,
http://collection.britishmuseum.org/id/thesauri/x10359,bejuco,"Spanish term for thin-stemmed plants such as rattan, and for a particular twining shrub."
http://collection.britishmuseum.org/id/thesauri/x105248,belele salt,Family: Amaranthaceae.
http://collection.britishmuseum.org/id/thesauri/x30886,bell metal,
http://collection.britishmuseum.org/id/thesauri/x10360,berry,
http://collection.britishmuseum.org/id/thesauri/x10361,beryl,
http://collection.britishmuseum.org/id/thesauri/x263020,bh/t1/as/ind/rack5/bay20/dr17,
http://collection.britishmuseum.org/id/thesauri/x10362,big horn sheep horn,
http://collection.britishmuseum.org/id/thesauri/x10363,bilian wood,A Bornean timber.
http://collection.britishmuseum.org/id/thesauri/x10364,billon,"The term refers to a coinage metal consisting essentially of silver and copper, with silver typically in the range 10-30%. For Greek and Roman coins historically referred to as billon or base silver, enter 'base silver' in Description, 'silver' in Materials and 'base' in Materials Comment. 'Billon' is particularly associated with the coinage of medieval and early modern Europe, where it formed a recognised third level of currency, alongside gold and fine silver, used for low denominations. It is also known as 'black money' and 'base-silver'. From the 16th century it came to be replaced by copper coinage, but did not disappear completely until the 19th century."
http://collection.britishmuseum.org/id/thesauri/x10365,birch bark,
http://collection.britishmuseum.org/id/thesauri/x117548,birch root,
http://collection.britishmuseum.org/id/thesauri/x10366,birch stem,
http://collection.britishmuseum.org/id/thesauri/x10367,birch wood,
http://collection.britishmuseum.org/id/thesauri/x10368,bird bone,
http://collection.britishmuseum.org/id/thesauri/x10369,bird claw,
http://collection.britishmuseum.org/id/thesauri/x10370,bird egg,"Use for the whole egg, or the contents of the shell; for the eggshell, enter BIRD EGGSHELL."
http://collection.britishmuseum.org/id/thesauri/x10371,bird eggshell,
http://collection.britishmuseum.org/id/thesauri/x10372,bird of paradise feather,
http://collection.britishmuseum.org/id/thesauri/x10373,bird of paradise skin,
http://collection.britishmuseum.org/id/thesauri/x10374,bird of paradise tissue,
http://collection.britishmuseum.org/id/thesauri/x10375,bird skin,
http://collection.britishmuseum.org/id/thesauri/x10376,bird tissue,
http://collection.britishmuseum.org/id/thesauri/x10377,bison bone,
http://collection.britishmuseum.org/id/thesauri/x111111,bison hair,
http://collection.britishmuseum.org/id/thesauri/x10378,bison hoof,
http://collection.britishmuseum.org/id/thesauri/x10379,bison horn,
http://collection.britishmuseum.org/id/thesauri/x10380,bison skin,
http://collection.britishmuseum.org/id/thesauri/x10381,bison wool,
http://collection.britishmuseum.org/id/thesauri/x10382,bitumen,
http://collection.britishmuseum.org/id/thesauri/x10383,black bear skin,
http://collection.britishmuseum.org/id/thesauri/x10384,black lily root,
http://collection.britishmuseum.org/id/thesauri/x10385,black mamba bone,
http://collection.britishmuseum.org/id/thesauri/x112927,blackbird feather,Turdus merula merula (merle) feather
http://collection.britishmuseum.org/id/thesauri/x10386,blackwood,
http://collection.britishmuseum.org/id/thesauri/x10387,bladder,
http://collection.britishmuseum.org/id/thesauri/x10388,blanc de chine,
http://collection.britishmuseum.org/id/thesauri/x10389,blood,
http://collection.britishmuseum.org/id/thesauri/x10390,bloodstone,
http://collection.britishmuseum.org/id/thesauri/x10391,bloodwood gum,
http://collection.britishmuseum.org/id/thesauri/x96133,bloom,
http://collection.britishmuseum.org/id/thesauri/x10392,blue monkey skin,
http://collection.britishmuseum.org/id/thesauri/x10401,bo tree leaf,Leaf from the Scared Bo (bodhi) tree.
http://collection.britishmuseum.org/id/thesauri/x10393,boar bone,
http://collection.britishmuseum.org/id/thesauri/x10394,boar claw,
http://collection.britishmuseum.org/id/thesauri/x10395,boar hair,
http://collection.britishmuseum.org/id/thesauri/x10396,boar ivory,
http://collection.britishmuseum.org/id/thesauri/x10397,boar skin,
http://collection.britishmuseum.org/id/thesauri/x10398,boar tissue,
http://collection.britishmuseum.org/id/thesauri/x10399,boar tooth,
http://collection.britishmuseum.org/id/thesauri/x10400,boar tusk,
http://collection.britishmuseum.org/id/thesauri/x10402,bone,"The form of the bone, eg: 'skull', 'femur', etc. should be entered in the Description field."
http://collection.britishmuseum.org/id/thesauri/x10403,bonito fish tissue,
http://collection.britishmuseum.org/id/thesauri/x10404,borassus palm fruit,
http://collection.britishmuseum.org/id/thesauri/x10405,borassus palm leaf,
http://collection.britishmuseum.org/id/thesauri/x10407,borax,"Borax a natural mineral (sodium borate) which, when mixed with water, is used as a flux by metalsmiths to facilitate the soldering together of jewellery components."
http://collection.britishmuseum.org/id/thesauri/x10408,bottle tree fibre,
http://collection.britishmuseum.org/id/thesauri/x10409,bower bird feather,
